,ID,bias,hate
139,139,none,none
140,140,none,none
141,141,none,hate
142,142,none,none
143,143,none,none
144,144,none,none
145,145,none,hate
146,146,none,none
147,147,none,none
148,148,none,hate
149,149,none,none
150,150,none,hate
151,151,none,none
152,152,none,none
153,153,none,none
154,154,none,hate
155,155,none,none
156,156,gender,hate
157,157,none,none
158,158,none,none
159,159,none,none
160,160,none,none
161,161,gender,hate
162,162,none,none
163,163,none,none
164,164,none,none
165,165,gender,hate
166,166,none,none
167,167,none,hate
168,168,none,hate
169,169,none,none
170,170,none,hate
171,171,none,none
172,172,none,none
173,173,none,none
174,174,gender,hate
175,175,none,none
176,176,none,hate
177,177,none,none
178,178,gender,hate
179,179,none,none
180,180,none,none
181,181,none,none
182,182,none,none
183,183,none,hate
184,184,none,hate
185,185,none,none
186,186,none,none
187,187,none,none
188,188,none,none
189,189,none,none
190,190,none,none
191,191,none,none
192,192,none,hate
193,193,none,hate
194,194,none,hate
195,195,none,none
196,196,gender,hate
197,197,none,none
198,198,none,none
199,199,none,none
200,200,none,none
201,201,none,none
202,202,none,none
203,203,none,none
204,204,none,none
205,205,none,hate
206,206,none,none
207,207,none,none
208,208,none,none
209,209,none,none
210,210,none,none
211,211,none,hate
212,212,none,none
213,213,none,none
214,214,none,none
215,215,gender,hate
216,216,others,hate
217,217,none,none
218,218,none,hate
219,219,none,none
220,220,none,none
221,221,none,hate
222,222,gender,hate
223,223,none,hate
224,224,none,none
225,225,none,hate
226,226,none,none
227,227,none,none
228,228,none,none
229,229,none,hate
230,230,none,none
231,231,none,none
232,232,none,none
233,233,none,none
234,234,gender,hate
235,235,none,none
236,236,none,none
237,237,none,none
238,238,none,none
239,239,none,hate
240,240,gender,hate
241,241,none,none
242,242,gender,hate
243,243,none,none
244,244,none,none
245,245,none,none
246,246,none,none
247,247,none,none
248,248,none,none
249,249,none,none
250,250,none,hate
251,251,none,none
252,252,none,none
253,253,none,none
254,254,none,none
255,255,none,none
256,256,none,none
257,257,none,none
258,258,others,hate
259,259,none,none
260,260,none,none
261,261,none,none
262,262,none,hate
263,263,none,none
264,264,none,none
265,265,none,none
266,266,none,none
267,267,none,none
268,268,none,none
269,269,none,none
270,270,none,hate
271,271,gender,hate
272,272,none,none
273,273,none,none
274,274,none,hate
275,275,none,none
276,276,none,none
277,277,none,none
278,278,none,none
279,279,none,none
280,280,none,hate
281,281,none,none
282,282,gender,hate
283,283,none,none
284,284,none,hate
285,285,none,none
286,286,none,none
287,287,none,none
288,288,none,none
289,289,none,none
290,290,none,none
291,291,none,hate
292,292,none,none
293,293,none,none
294,294,gender,hate
295,295,none,none
296,296,none,none
297,297,none,hate
298,298,none,none
299,299,none,none
300,300,gender,hate
301,301,gender,hate
302,302,none,none
303,303,none,hate
304,304,none,hate
305,305,none,none
306,306,none,none
307,307,none,hate
308,308,none,none
309,309,none,hate
310,310,none,none
311,311,none,hate
312,312,none,hate
313,313,gender,hate
314,314,none,none
315,315,none,hate
316,316,none,none
317,317,none,none
318,318,others,hate
319,319,none,none
320,320,none,none
321,321,none,none
322,322,none,none
323,323,none,hate
324,324,none,none
325,325,none,hate
326,326,none,none
327,327,none,none
328,328,none,none
329,329,none,hate
330,330,none,hate
331,331,none,none
332,332,none,hate
333,333,none,none
334,334,none,none
335,335,none,none
336,336,none,none
337,337,none,none
338,338,none,none
339,339,none,none
340,340,none,hate
341,341,none,hate
342,342,gender,hate
343,343,none,none
344,344,none,none
345,345,none,hate
346,346,none,hate
347,347,none,none
348,348,none,hate
349,349,none,none
350,350,none,none
351,351,none,none
352,352,none,hate
353,353,none,none
354,354,none,none
355,355,none,hate
356,356,none,none
357,357,none,hate
358,358,none,none
359,359,none,hate
360,360,none,none
361,361,none,hate
362,362,none,none
363,363,none,none
364,364,none,none
365,365,gender,hate
366,366,none,none
367,367,none,hate
368,368,none,hate
369,369,none,none
370,370,none,hate
371,371,none,none
372,372,none,none
373,373,none,none
374,374,none,hate
375,375,none,none
376,376,gender,hate
377,377,none,none
378,378,none,hate
379,379,none,hate
380,380,none,none
381,381,none,hate
382,382,none,none
383,383,none,none
384,384,none,none
385,385,none,none
386,386,none,none
387,387,none,none
388,388,gender,hate
389,389,none,none
390,390,none,none
391,391,none,hate
392,392,none,none
393,393,none,none
394,394,none,hate
395,395,none,hate
396,396,none,none
397,397,none,none
398,398,none,none
399,399,none,none
400,400,none,none
401,401,gender,hate
402,402,none,none
403,403,none,none
404,404,none,none
405,405,others,hate
406,406,none,hate
407,407,none,none
408,408,none,hate
409,409,none,none
410,410,none,none
411,411,none,none
412,412,gender,hate
413,413,none,none
414,414,none,none
415,415,none,none
416,416,none,none
417,417,none,none
418,418,none,none
419,419,none,none
420,420,none,hate
421,421,none,hate
422,422,none,none
423,423,none,none
424,424,none,none
425,425,none,none
426,426,none,hate
427,427,none,hate
428,428,none,none
429,429,none,none
430,430,none,hate
431,431,none,none
432,432,gender,hate
433,433,none,none
434,434,none,none
435,435,none,none
436,436,none,hate
437,437,none,none
438,438,gender,hate
439,439,none,none
440,440,none,none
441,441,none,hate
442,442,none,none
443,443,none,none
444,444,none,none
445,445,none,hate
446,446,gender,hate
447,447,gender,hate
448,448,none,none
449,449,gender,hate
450,450,none,none
451,451,none,none
452,452,none,none
453,453,none,hate
454,454,none,none
455,455,none,hate
456,456,none,none
457,457,none,none
458,458,others,hate
459,459,none,none
460,460,none,none
461,461,none,none
462,462,none,none
463,463,none,none
464,464,none,none
465,465,none,none
466,466,none,hate
467,467,none,none
468,468,none,hate
469,469,none,none
470,470,others,hate
471,471,none,none
472,472,none,none
473,473,none,hate
474,474,none,hate
475,475,none,none
476,476,none,none
477,477,none,none
478,478,gender,hate
479,479,none,hate
480,480,none,none
481,481,none,none
482,482,none,hate
483,483,none,none
484,484,none,none
485,485,none,none
486,486,none,none
487,487,none,none
488,488,none,none
489,489,none,none
490,490,none,none
491,491,none,hate
492,492,none,none
493,493,none,none
494,494,none,none
495,495,none,none
496,496,none,none
497,497,none,none
498,498,none,hate
499,499,none,none
500,500,none,none
501,501,none,hate
502,502,none,none
503,503,none,hate
504,504,none,hate
505,505,none,none
506,506,none,hate
507,507,none,none
508,508,none,hate
509,509,none,none
510,510,none,none
